Id,SalePrice
1461,119592.55572027888
1462,157448.82636911643
1463,185629.1986571444
1464,201099.89845076672
1465,194619.59661374328
1466,171683.111336557
1467,181777.38468101958
1468,163176.20134867055
1469,191185.21436584927
1470,120238.8320426177
1471,174220.12375826002
1472,99025.0557203774
1473,95348.69170040186
1474,145260.3829770862
1475,115793.46186702464
1476,365296.60569188814
1477,250173.97371868245
1478,289572.36210579466
1479,287419.0017046593
1480,548311.4040491127
1481,333924.2563319159
1482,204157.28558154363
1483,176230.76749494008
1484,164154.65319512147
1485,179925.78916707874
1486,189422.51563012012
1487,340782.99533530296
1488,227246.90070134483
1489,194369.96269040732
1490,241635.26647890307
1491,191165.34524240936
1492,93206.50947664746
1493,177656.60982981304
1494,286355.06230725785
1495,282877.7949436754
1496,230997.27441182313
1497,184374.62439336078
1498,193074.5896147143
1499,164017.78878990625
1500,158385.91805489498
1501,182201.15730761038
1502,154166.17726860606
1503,385912.70052522747
1504,242645.86657794722
1505,228964.8174877213
1506,191826.82542935622
1507,260010.2191553789
1508,196503.20627796472
1509,161733.00334999408
1510,145957.25970599442
1511,170622.39121756505
1512,174234.13908674777
1513,141058.93359289327
1514,159481.34264449528
1515,201791.5219417463
1516,147715.58574995823
1517,171244.8885816727
1518,129846.53795558393
1519,213238.96651084052
1520,128043.76841209244
1521,133591.10641508625
1522,178800.51656030264
1523,117247.49747934283
1524,121491.30762222422
1525,123085.68112621235
1526,110202.13749097098
1527,111137.52099032165
1528,136625.6373441743
1529,158135.04816893002
1530,197427.08312376268
1531,111752.63744777958
1532,90668.03092099135
1533,152359.74991043276
1534,124331.37667725624
1535,140856.86930188446
1536,106067.24706103453
1537,58743.34817874327
1538,140396.83526434132
1539,182219.49896173927
1540,79031.21711310951
1541,133617.11954251392
1542,153900.8695531161
1543,183910.26457534614
1544,83976.3662926421
1545,115634.5572770858
1546,135178.6295056764
1547,134859.78885125558
1548,136257.76608419287
1549,121419.5778106594
1550,133355.44612207136
1551,102791.9396527784
1552,139807.56953063828
1553,132551.03126251217
1554,121329.86988947283
1555,160764.3379622699
1556,85799.14881031279
1557,114465.78334537726
1558,108716.37487091808
1559,57373.5438094804
1560,128542.0491007043
1561,120573.69806689867
1562,131891.3440958704
1563,122737.74537108702
1564,161464.13849955346
1565,147662.0318146135
1566,229929.3894394792
1567,81058.49419009248
1568,237319.83343989582
1569,134183.62053598
1570,129912.71143321336
1571,114011.93847191293
1572,142173.56629975792
1573,243939.0347902832
1574,121426.08891374295
1575,236606.1430397865
1576,230013.14837097278
1577,179957.61616427498
1578,139639.39695963665
1579,148682.4888948743
1580,192353.90675595324
1581,156141.68309293478
1582,126434.71259274326
1583,301475.8082010022
1584,219488.47929114566
1585,136916.08330032547
1586,86948.96687798528
1587,110258.62130982406
1588,150102.8674362985
1589,99066.82993092856
1590,133814.7419021204
1591,94460.7437063111
1592,120548.71862784462
1593,127148.91398614096
1594,129273.11411035029
1595,108094.58319754316
1596,223452.65492658762
1597,202960.44128283003
1598,224022.54274343324
1599,158614.80761182346
1600,148654.93659175342
1601,73812.1750157758
1602,119686.92124408379
1603,60598.95586193838
1604,266880.46965689014
1605,230014.5796136732
1606,166779.72416263347
1607,182728.53708627206
1608,213018.5256074188
1609,181015.5673745948
1610,154203.1310469671
1611,132595.26747986276
1612,171748.45524367006
1613,166105.64864843356
1614,113897.09061948823
1615,89238.57813077167
1616,78720.03177262159
1617,92192.63948738015
1618,143365.80164941226
1619,143447.5617590404
1620,162239.41866933237
1621,136353.38731768244
1622,145554.0269725459
1623,260784.00240934614
1624,209037.7012391912
1625,115761.08719363787
1626,165832.0811478142
1627,196337.18349228316
1628,276019.79289490223
1629,176451.84378421598
1630,384641.0547305884
1631,229832.48868146216
1632,248184.71622507254
1633,169962.30376241083
1634,186919.08625417677
1635,171825.96508273354
1636,151992.05273521517
1637,208931.90613501245
1638,179518.85630146202
1639,183426.30084770807
1640,249111.0599279475
1641,177706.60582656728
1642,248557.17649999823
1643,222161.5072612541
1644,237733.73176530062
1645,220870.92197397293
1646,158860.38949356717
1647,155129.94772858513
1648,129936.65324399671
1649,140336.37378242158
1650,116188.73806451182
1651,123795.7679064552
1652,98631.56947559795
1653,99904.49405965985
1654,148692.082743426
1655,133125.88228826143
1656,141984.45793174207
1657,152343.05376253644
1658,149466.22413152302
1659,127332.79576624832
1660,154280.45348117966
1661,475849.0087724758
1662,416186.968878634
1663,381252.01104742
1664,640477.5592711727
1665,304423.515526597
1666,311086.3937604751
1667,398727.2859985439
1668,328301.40131467197
1669,298130.3199174591
1670,338530.2767403814
1671,266173.7864286879
1672,455981.078758271
1673,289736.3433169572
1674,240733.80488934382
1675,196501.34608969922
1676,191584.60558075333
1677,216013.52425373934
